308322	Hauz Khas Social	1	New Delhi	9-A & 12, Hauz Khas Village, New Delhi	Hauz Khas Village	Hauz Khas Village, New Delhi	77.1944706000	28.5542851000	Continental, American, Asian, North Indian	1600	Rs.	1	1	0	0	3	4.3	Very Good	7931
18037817	Qubitos - The Terrace Cafe	1	New Delhi	C-7, Vishal Enclave, Opposite Metro Pillar 417, Rajouri Garden, New Delhi	Rajouri Garden	Rajouri Garden, New Delhi	77.1177015000	28.6471325000	Thai, European, Mexican, North Indian, Chinese, Cafe	1500	Rs.	1	0	0	0	3	4.5	Excellent	778
312345	The Hudson Cafe	1	New Delhi	2524, 1st Floor, Hudson Lane, Delhi University-GTB Nagar, New Delhi	Delhi University-GTB Nagar	Delhi University-GTB Nagar, New Delhi	77.2043172000	28.6949468000	Cafe, Italian, Continental, Chinese	850	Rs.	0	1	0	0	2	4.4	Very Good	1537
307490	Summer House Cafe	1	New Delhi	1st Floor, DDA Shopping Complex, Aurobindo Place, Hauz Khas, New Delhi	Hauz Khas	Hauz Khas, New Delhi	77.2038090000	28.5525204000	Italian, Continental	1850	Rs.	1	0	0	0	3	4.1	Very Good	1823
18241537	38 Barracks	1	New Delhi	M-38, Outer Circle, Connaught Place, New Delhi	Connaught Place	Connaught Place, New Delhi	77.2228584811	28.6330248887	North Indian, Italian, Asian, American	1600	Rs.	1	0	0	0	3	4.4	Very Good	840
18161577	Spezia Bistro	1	New Delhi	2525, 1st Floor, Hudson Lane, Delhi University-GTB Nagar, New Delhi	Delhi University-GTB Nagar	Delhi University-GTB Nagar, New Delhi	77.2041413000	28.6948390000	Cafe, Continental, Chinese, Italian	900	Rs.	1	1	0	0	2	4.6	Excellent	1071
303960	Manhattan Brewery & Bar Exchange	1	Gurgaon	1st Floor, Global Foyer Mall, Sector 43, Golf Course Road, Gurgaon	Global Foyer Mall, Golf Course Road	Global Foyer Mall, Golf Course Road, Gurgaon	77.0950273000	28.4602710000	Finger Food, American, Continental, North Indian, Italian	2000	Rs.	0	0	0	0	4	4.6	Excellent	2093
306134	The Wine Company	1	Gurgaon	Cyber Hub, DLF Cyber City, Gurgaon	Cyber Hub, DLF Cyber City	Cyber Hub, DLF Cyber City, Gurgaon	77.0890476000	28.4962285000	Italian, European	2000	Rs.	1	0	0	0	4	2.4	Poor	2412
18233593	Farzi Cafe	1	New Delhi	38/39, Level 1, Block E , Inner Circle, Connaught Place, New Delhi	Connaught Place	Connaught Place, New Delhi	77.2214296000	28.6323984000	Modern Indian	2200	Rs.	0	0	0	0	4	4.4	Very Good	1942
7528	Indian Grill Room	1	Gurgaon	315, 3rd Floor, Suncity Business Tower, Golf Course Road, Gurgaon	Suncity Business Tower, Golf Course Road	Suncity Business Tower, Golf Course Road, Gurgaon	77.1052774000	28.4334574000	North Indian, Mughlai	1800	Rs.	1	1	0	0	3	4.5	Excellent	1262
18273624	Cafeteria & Co.	1	New Delhi	G 14, Hudson Lane, Vijay Nagar, New Delhi	Vijay Nagar	Vijay Nagar, New Delhi	77.2043384000	28.6944707000	Continental, Mexican	900	Rs.	0	0	0	0	2	4.6	Excellent	1136
308022	Farzi Cafe	1	Gurgaon	7-8, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon	Cyber Hub, DLF Cyber City	Cyber Hub, DLF Cyber City, Gurgaon	77.0886879000	28.4952079000	Modern Indian	2200	Rs.	0	0	0	0	4	4.3	Very Good	4385
18157413	Molecule Air Bar	1	Gurgaon	4th Floor, SCO 53, Main Market, Sector 29, Gurgaon	Sector 29	Sector 29, Gurgaon	77.0642265000	28.4679344000	Continental, North Indian, Italian, Chinese	1500	Rs.	1	0	0	0	3	4.2	Very Good	1809
18279449	HotMess	1	New Delhi	M-11, Middle Circle, Connaught Place, New Delhi	Connaught Place	Connaught Place, New Delhi	77.2222380000	28.6326547000	North Indian, Mediterranean, Asian, Fast Food	1900	Rs.	1	1	0	0	3	4.3	Very Good	1129
311057	My Bar Headquarters	1	New Delhi	N-49, 2nd Floor, Connaught Place, New Delhi	Connaught Place	Connaught Place, New Delhi	77.2198128000	28.6307210000	North Indian, Mughlai, Chinese	1000	Rs.	0	0	0	0	3	3.7	Good	3010
18235515	FLYP@MTV	1	New Delhi	N/57 & N/60, 1st Floor, Outer Circle, Connaught Place, New Delhi	Connaught Place	Connaught Place, New Delhi	77.2207207605	28.6303331283	North Indian, Mexican, Italian, Continental	1200	Rs.	1	0	0	0	3	3.9	Good	1379
18238278	Tamasha	1	New Delhi	28, Kasturba Gandhi Marg, Connaught Place, New Delhi	Connaught Place	Connaught Place, New Delhi	77.2217440000	28.6296060000	Finger Food, North Indian, Continental, Italian	1600	Rs.	1	0	0	0	3	3.7	Good	1801
17977777	The Barbeque Company	1	New Delhi	HL 1-2, L Block, Jail Road, New Delhi	Jail Road	Jail Road, New Delhi	77.1014229000	28.6255344000	North Indian, Chinese, Continental	1200	Rs.	0	0	0	0	3	4.2	Very Good	621
900	Saravana Bhavan	1	New Delhi	P-13, Connaught Circus, Connaught Place, New Delhi	Connaught Place	Connaught Place, New Delhi	77.2163096000	28.6323578000	South Indian	500	Rs.	0	1	0	0	2	4.3	Very Good	5172
18246991	Odeon Social	1	New Delhi	1st Floor, 23, Odeon Building, Radial 5, D Block, Connaught Place, New Delhi	Connaught Place	Connaught Place, New Delhi	77.2209088504	28.6342487678	Continental, American, Asian, North Indian	1600	Rs.	1	0	0	0	3	4.1	Very Good	1959
18017612	Spice Kraft	1	Kolkata	54/1/2A, Hazra Road, Ballygunge Phari, Near Hazra Law College, Ballygunge, Kolkata	Ballygunge	Ballygunge, Kolkata	88.3644527000	22.5264613000	Continental, Middle Eastern, Asian	1200	Rs.	0	0	0	0	3	4.8	Excellent	1424
18249144	Hoppipola	1	Kolkata	4th Floor, Acropolis Mall, 1858/1, Rajdanga Main Road, Kasba, Kolkata	Acropolis Mall, Kasba	Acropolis Mall, Kasba , Kolkata	88.3933101967	22.5145853388	Italian, Mexican, American, Mediterranean	1200	Rs.	0	1	0	0	3	4.2	Very Good	1103
25570	Barbeque Nation	1	Kolkata	24, 1st Floor, Park Center Building, Park Street Area, Kolkata	Park Street Area	Park Street Area, Kolkata	88.3541271463	22.5510837417	North Indian, Chinese	1600	Rs.	0	0	0	0	3	4.9	Excellent	1753
20404	Peter Cat	1	Kolkata	18A, Park Street, Park Street Area, Kolkata	Park Street Area	Park Street Area, Kolkata	88.3528850000	22.5526719000	Continental, North Indian	1000	Rs.	0	1	0	0	3	4.3	Very Good	7574
20842	Barbeque Nation	1	Kolkata	K1, RDB Boulevard, Block EP & GP, Sector 5, Salt Lake	Sector 5, Salt Lake	Sector 5, Salt Lake, Kolkata	88.4334521368	22.5693584266	North Indian, Chinese	1600	Rs.	0	0	0	0	3	4.9	Excellent	5966
18017615	What's Up	1	Kolkata	122A, Southern Avenue, Kolkata	Southern Avenue	Southern Avenue, Kolkata	88.3625043556	22.5141185869	Cafe, Chinese, Continental	1000	Rs.	1	0	0	0	3	4.0	Very Good	1126
20002	6 Ballygunge Place	1	Kolkata	6, Ballygunge Place, Ballygunge, Kolkata	Ballygunge	Ballygunge, Kolkata	88.3686281741	22.5278931461	Bengali	1000	Rs.	1	1	0	0	3	4.4	Very Good	1778
25587	TGI Friday's	1	Kolkata	Forum Mall, 10/3, Elgin Road, Elgin, Kolkata	Elgin	Elgin, Kolkata	88.3498426527	22.5379599453	Tex-Mex, American	1800	Rs.	1	1	0	0	3	4.0	Very Good	911
24286	The Irish House	1	Kolkata	5th Floor, Quest Mall, 33, Syed Ali Amir Avenue, Ballygunge, Kolkata	Quest Mall, Ballygunge	Quest Mall, Ballygunge, Kolkata	88.3655070886	22.5391289434	European, American	1900	Rs.	0	0	0	0	3	4.4	Very Good	2224
18217475	Asia Kitchen by Mainland China	1	Kolkata	4th Floor, Acropolis Mall, 1858/1, Rajdanga Main Road, Kasba, Kolkata	Acropolis Mall, Kasba	Acropolis Mall, Kasba , Kolkata	88.3932937682	22.5146875471	Asian, Chinese	1400	Rs.	0	1	0	0	3	4.6	Excellent	945
20747	India Restaurant	1	Kolkata	Ground Floor, 1st Floor, 2nd Floor, 34, Karl Marx Sarani, Kidderpore, Kolkata	Kidderpore	Kidderpore, Kolkata	88.3223365000	22.5389989000	Biryani, North Indian, Chinese, Mughlai	800	Rs.	1	1	0	0	2	4.6	Excellent	1219
18377112	Nawwarah	1	Kolkata	48A, Syed Amir Ali Avenue, Ballygunge, Kolkata	Ballygunge	Ballygunge, Kolkata	88.3648780000	22.5387310000	Chinese, Cafe, North Indian, Desserts	1000	Rs.	0	0	0	0	3	3.9	Good	326
